Name,Position,Age,Height,Weight,Salary,League
Jadeveon Clowney,DE,24,77,270,"$690,000.00 ",NFL
Jaelen Strong,WR,23,74,220,"$644,705.00 ",NFL
Jahleel Addae,S,27,70,195,"$1,500,000.00 ",NFL
Jahri Evans,G,34,76,318,"$1,150,000.00 ",NFL
Jairus Byrd,S,31,70,203,"$404,648.00 ",NFL
Jake Elliott,PK,22,69,170,"$465,000.00 ",NFL
Jake Matthews,OT,25,77,309,"$690,000.00 ",NFL
Jake McQuaide,LS,30,74,225,"$775,000.00 ",NFL
Jake Rudock,QB,24,75,212,"$540,000.00 ",NFL
Jake Rudock,QB,24,75,212,"$540,000.00 ",NFL
Jake Ryan,LB,25,74,240,"$615,000.00 ",NFL
Jaleel Johnson,DT,23,75,316,"$465,000.00 ",NFL
Jaleel Johnson,DT,23,75,316,"$465,000.00 ",NFL
Jalen Mills,CB,23,72,191,"$540,000.00 ",NFL
Jalen Myrick,CB,22,70,200,"$465,000.00 ",NFL
Jalen Ramsey,CB,23,73,208,"$1,511,409.00 ",NFL
Jalen Reeves-Maybin,LB,22,72,230,"$465,000.00 ",NFL
Jalen Reeves-Maybin,LB,22,72,230,"$465,000.00 ",NFL
Jalen Richard,RB,24,68,205,"$540,000.00 ",NFL
Jamaal Williams,RB,22,72,213,"$465,000.00 ",NFL
Jamal Adams,S,22,73,213,"$465,000.00 ",NFL
Jamal Agnew,CB,22,70,190,"$465,000.00 ",NFL
Jamal Agnew,CB,22,70,190,"$465,000.00 ",NFL
Jamar Taylor,CB,27,71,192,"$2,500,000.00 ",NFL
Jameis Winston,QB,23,76,231,"$615,000.00 ",NFL
James Bradberry,CB,24,73,212,"$630,038.00 ",NFL
James Carpenter,G,28,77,321,"$4,450,000.00 ",NFL
James Conner,RB,22,73,233,"$465,000.00 ",NFL
James Cowser,LB,27,75,245,"$540,000.00 ",NFL
James Develin,FB,29,75,255,"$800,000.00 ",NFL
James Hanna,TE,28,76,260,"$2,250,000.00 ",NFL
James Harrison,LB,39,72,242,"$1,200,000.00 ",NFL
James Hurst,OT,26,77,317,"$700,000.00 ",NFL
James O'Shaughnessy,TE,25,76,245,"$615,000.00 ",NFL
James Stone,C,25,75,291,"$72,353.00 ",NFL
James White,RB,25,70,205,"$690,000.00 ",NFL
James Winchester,LS,28,75,240,"$615,000.00 ",NFL
Jamie Meder,DE,26,75,308,"$615,000.00 ",NFL
Jamison Crowder,WR,24,69,177,"$615,000.00 ",NFL
Jamison Crowder,WR,24,69,177,"$615,000.00 ",NFL
Jamize Olawale,FB,28,73,240,"$1,500,000.00 ",NFL
Jamon Brown,G,24,76,330,"$686,686.00 ",NFL
Janoris Jenkins,CB,29,70,190,"$12,900,000.00 ",NFL
Jaquiski Tartt,S,25,73,221,"$792,910.00 ",NFL
Jared Cook,TE,30,77,254,"$2,500,000.00 ",NFL
Jared Goff,QB,23,76,223,"$1,719,894.00 ",NFL
Jared Norris,LB,24,73,238,"$540,000.00 ",NFL
Jared Veldheer,OT,30,80,321,"$6,500,000.00 ",NFL
Jarius Wright,WR,28,70,191,"$2,500,000.00 ",NFL
Jarius Wright,WR,28,70,191,"$2,500,000.00 ",NFL
Jaron Brown,WR,27,74,205,"$775,000.00 ",NFL
Jarrad Davis,LB,23,73,238,"$465,000.00 ",NFL
Jarrad Davis,LB,23,73,238,"$465,000.00 ",NFL
Jarran Reed,DT,25,75,306,"$672,256.00 ",NFL
Jarrod Wilson,S,23,74,210,"$540,000.00 ",NFL
Jarveon Williams,RB,22,69,205,"$82,059.00 ",NFL
Jarvis Jenkins,DT,29,76,300,"$775,000.00 ",NFL
Jason Kelce,C,30,75,295,"$5,000,000.00 ",NFL
Jason McCourty,CB,30,71,195,"$1,500,000.00 ",NFL
Jason Peters,OT,35,76,328,"$3,000,000.00 ",NFL
Jason Pierre-Paul,DE,28,77,275,"$1,250,000.00 ",NFL
Jason Spriggs,OT,23,78,301,"$677,468.00 ",NFL
Jason Vander Laan,TE,25,76,244,"$164,118.00 ",NFL
Jason Verrett,CB,26,70,188,"$860,000.00 ",NFL
Jason Witten,TE,35,78,263,"$7,400,000.00 ",NFL
Jatavis Brown,LB,23,71,221,"$540,000.00 ",NFL
Javien Elliott,CB,24,71,176,"$540,000.00 ",NFL
Javon Hargrave,DT,24,74,305,"$560,000.00 ",NFL
Javorius Allen,RB,26,72,222,"$615,000.00 ",NFL
Jay Ajayi,RB,24,72,223,"$615,000.00 ",NFL
Jay Bromley,DT,25,75,314,"$725,000.00 ",NFL
Jay Prosch,FB,25,73,255,"$690,000.00 ",NFL
Jaydon Mickens,WR,23,70,175,"$300,883.00 ",NFL
Jaylen Hill,CB,23,70,185,"$465,000.00 ",NFL
Jaylen Watkins,S,26,71,194,"$690,000.00 ",NFL
Jaylon Smith,LB,22,74,245,"$745,226.00 ",NFL
Jayron Kearse,S,23,76,215,"$540,000.00 ",NFL
Jayron Kearse,S,23,76,215,"$540,000.00 ",NFL
Jeff Allen,G,27,76,305,"$4,750,000.00 ",NFL
Jeff Cumberland,TE,30,76,260,"$364,706.00 ",NFL
Jeff Heath,S,26,73,212,"$1,471,000.00 ",NFL
Jeff Janis,WR,26,75,219,"$690,000.00 ",NFL
Jehu Chesson,WR,24,74,204,"$465,000.00 ",NFL
Jelani Jenkins,LB,25,72,240,"$729,411.00 ",NFL
Jerald Hawkins,OT,24,78,305,"$465,000.00 ",NFL
Jerell Adams,TE,24,77,254,"$540,000.00 ",NFL
Jeremiah George,LB,25,71,234,"$615,000.00 ",NFL
Jeremiah Ledbetter,DE,23,75,295,"$465,000.00 ",NFL
Jeremiah Ledbetter,DE,23,75,295,"$465,000.00 ",NFL
Jeremiah Sirles,G,26,78,315,"$690,000.00 ",NFL
Jeremiah Sirles,G,26,78,315,"$690,000.00 ",NFL
Jeremy Cash,LB,25,72,230,"$540,000.00 ",NFL
Jeremy Hill,RB,25,73,230,"$881,855.00 ",NFL
Jeremy Lane,CB,27,72,190,"$4,000,000.00 ",NFL
Jeremy Maclin,WR,29,72,198,"$1,000,000.00 ",NFL
Jeremy McNichols,RB,22,69,214,"$136,765.00 ",NFL
Jeremy Sprinkle,TE,23,77,252,"$465,000.00 ",NFL
Jeremy Sprinkle,TE,23,77,252,"$465,000.00 ",NFL
Jeremy Vujnovich,OT,27,77,300,"$540,000.00 ",NFL
Jerick McKinnon,RB,25,69,205,"$700,000.00 ",NFL
Jerick McKinnon,RB,25,69,205,"$700,000.00 ",NFL
Jermaine Eluemunor,G,23,76,338,"$465,000.00 ",NFL
Jermaine Grace,LB,24,73,223,"$465,000.00 ",NFL
Jermaine Gresham,TE,29,77,260,"$2,000,000.00 ",NFL
Jermaine Kearse,WR,27,73,209,"$2,200,000.00 ",NFL
Jermaine Whitehead,S,24,71,195,"$349,415.00 ",NFL
Jermey Parnell,OT,31,78,326,"$6,500,000.00 ",NFL
Jerrell Freeman,LB,31,72,235,"$3,750,000.00 ",NFL
Jerry Hughes,DE,29,74,254,"$5,400,000.00 ",NFL
Jesse James,TE,23,79,261,"$615,000.00 ",NFL
Jihad Ward,DE,23,77,295,"$701,809.00 ",NFL
Jimmie Ward,CB,26,71,193,"$690,000.00 ",NFL
Jimmy Garoppolo,QB,26,74,225,"$820,077.00 ",NFL
Jimmy Graham,TE,31,79,265,"$7,900,000.00 ",NFL
Jimmy Smith,CB,29,74,210,"$775,000.00 ",NFL
Joe Barksdale,OT,29,77,326,"$4,500,000.00 ",NFL
Joe Berger,C,35,77,305,"$1,000,000.00 ",NFL
Joe Berger,C,35,77,305,"$1,000,000.00 ",NFL
Joe Cardona,LS,25,75,245,"$615,000.00 ",NFL
Joe Dahl,G,24,76,305,"$540,000.00 ",NFL
Joe Dahl,G,24,76,305,"$540,000.00 ",NFL
Joe Flacco,QB,32,78,245,"$6,000,000.00 ",NFL
Joe Haden,CB,28,71,195,"$1,250,000.00 ",NFL
Joe Haeg,OT,24,78,305,"$540,000.00 ",NFL
Joe Hawley,C,29,75,302,"$1,750,000.00 ",NFL
Joe Looney,G,27,75,315,"$800,000.00 ",NFL
Joe Mixon,RB,21,73,228,"$465,000.00 ",NFL
Joe Schobert,LB,24,73,245,"$540,000.00 ",NFL
Joe Staley,OT,33,77,315,"$8,250,000.00 ",NFL
Joe Thomas,LB,26,73,227,"$8,800,000 ",NFL
Joe Thomas,OT,33,78,312,"$615,000 ",NFL
Joe Thuney,G,25,77,305,"$540,000.00 ",NFL
Joe Walker,LB,25,74,236,"$465,000.00 ",NFL
Joe Webb,QB,31,76,230,"$900,000.00 ",NFL
Joel Bitonio,G,26,76,305,"$3,164,777.00 ",NFL
Joel Heath,DE,24,78,295,"$540,000.00 ",NFL
Joey Bosa,DE,22,77,280,"$540,000.00 ",NFL
Joey Mbu,DT,24,75,323,"$254,120.00 ",NFL
John Brown,WR,27,71,179,"$1,797,000.00 ",NFL
John Greco,G,32,76,318,"$688,235.00 ",NFL
John Jenkins,DT,28,75,327,"$775,000.00 ",NFL
John Jerry,G,31,77,335,"$925,000.00 ",NFL
John Kuhn,FB,35,72,250,"$1,000,000.00 ",NFL
John Miller,G,24,75,315,"$615,000.00 ",NFL
John Phillips,TE,30,77,251,"$105,882.00 ",NFL
John Ross,WR,23,71,190,"$465,000.00 ",NFL
John Simon,LB,27,73,250,"$1,500,000.00 ",NFL
John Sullivan,C,32,76,310,"$900,000.00 ",NFL
John Timu,LB,25,72,245,"$542,647.00 ",NFL
John Wetzel,OT,26,79,328,"$540,000.00 ",NFL
Johnathan Hankins,DT,25,74,325,"$3,000,000.00 ",NFL
Johnathan Joseph,CB,33,71,190,"$6,500,000.00 ",NFL
Johnny Hekker,P,27,77,241,"$2,444,444.00 ",NFL
Johnny Holton,WR,26,73,190,"$540,000.00 ",NFL
Johnson Bademosi,CB,27,72,206,"$1,300,000.00 ",NFL
Jon Condo,LS,36,75,240,"$1,000,000.00 ",NFL
Jon Feliciano,G,25,76,325,"$615,000.00 ",NFL
Jon Halapio,C,26,75,315,"$355,589.00 ",NFL
Jon Ryan,P,36,72,217,"$1,000,000.00 ",NFL
Jon Weeks,LS,31,70,250,"$900,000.00 ",NFL
Jonathan Allen,DE,22,75,288,"$465,000.00 ",NFL
Jonathan Allen,DE,22,75,288,"$465,000.00 ",NFL
Jonathan Anderson,LB,26,75,237,"$615,000.00 ",NFL
Jonathan Bullard,DE,24,75,296,"$599,000.00 ",NFL
Jonathan Casillas,LB,30,73,226,"$2,750,000.00 ",NFL
Jonathan Cooper,G,27,74,308,"$1,000,000.00 ",NFL
Jonathan Freeny,LB,28,74,255,"$455,882.00 ",NFL
Jonathan Jones,CB,24,70,190,"$540,000.00 ",NFL
Jonathan Stewart,RB,30,70,240,"$1,100,000.00 ",NFL
Jonotthan Harrison,C,26,76,300,"$700,000.00 ",NFL
Jordan Berry,P,26,77,195,"$615,000.00 ",NFL
Jordan Devey,G,29,78,320,"$649,408.00 ",NFL
Jordan Evans,LB,22,74,240,"$465,000.00 ",NFL
Jordan Hicks,LB,25,73,236,"$633,000.00 ",NFL
Jordan Howard,RB,23,72,224,"$540,000.00 ",NFL
Jordan Jenkins,LB,23,75,259,"$560,000.00 ",NFL
Jordan Leggett,TE,22,77,258,"$465,000.00 ",NFL
Jordan Matthews,WR,25,75,212,"$1,094,900.00 ",NFL
Jordan Mills,OT,27,77,316,"$1,350,000.00 ",NFL
Jordan Poyer,S,26,72,191,"$1,500,000.00 ",NFL
Jordan Reed,TE,27,74,246,"$3,750,000.00 ",NFL
Jordan Reed,TE,27,74,246,"$3,750,000.00 ",NFL
Jordan Richards,S,24,71,210,"$772,413.00 ",NFL
Jordan Roos,G,24,75,302,"$465,000.00 ",NFL
Jordan Todman,RB,27,70,200,"$775,000.00 ",NFL
Jordan Tripp,LB,26,75,234,"$690,000.00 ",NFL
Jordan Willis,DE,22,76,260,"$465,000.00 ",NFL
Jordy Nelson,WR,32,75,217,"$8,250,000.00 ",NFL
Josh Bynes,LB,28,73,235,"$775,000.00 ",NFL
Josh Doctson,WR,25,74,206,"$906,802.00 ",NFL
Josh Doctson,WR,25,74,206,"$906,802.00 ",NFL
Josh Ferguson,RB,24,70,205,"$540,000.00 ",NFL
Josh Forrest,LB,25,75,240,"$218,824.00 ",NFL
Josh Gordon,WR,26,75,225,"$1,068,406.00 ",NFL
Josh Harris,LS,28,73,240,"$780,000.00 ",NFL
Josh Harvey-Clemons,LB,23,76,226,"$465,000.00 ",NFL
Josh Harvey-Clemons,LB,23,76,226,"$465,000.00 ",NFL
Josh Hawkins,CB,24,70,189,"$540,000.00 ",NFL
Josh Hill,TE,27,77,250,"$1,650,000.00 ",NFL
Josh Jones,S,23,73,220,"$465,000.00 ",NFL
Josh Keyes,LB,24,74,227,"$325,588.00 ",NFL
Josh Lambo,PK,27,72,215,"$397,941.00 ",NFL
Josh LeRibeus,G,28,74,315,"$775,000.00 ",NFL
Josh Malone,WR,21,74,208,"$465,000.00 ",NFL
Josh Martin,LB,26,75,245,"$1,550,000.00 ",NFL
Josh Mauro,DT,26,78,282,"$750,000.00 ",NFL
Josh McCown,QB,38,76,218,"$3,000,000.00 ",NFL
Josh Norman,CB,30,72,200,"$16,500,000.00 ",NFL
Josh Norman,CB,30,72,200,"$16,500,000.00 ",NFL
Josh Reynolds,WR,22,75,192,"$465,000.00 ",NFL
Josh Robinson,CB,26,70,200,"$2,000,000.00 ",NFL
Josh Shaw,CB,25,73,190,"$615,000.00 ",NFL
Josh Sitton,G,31,75,320,"$4,650,000.00 ",NFL
Josh Tupou,DT,23,75,350,"$218,824.00 ",NFL
Josh Walker,G,26,77,330,"$615,000.00 ",NFL
Josh Wells,OT,26,78,306,"$615,000.00 ",NFL
Joshua Holsey,CB,23,71,195,"$465,000.00 ",NFL
Joshua Holsey,CB,23,71,195,"$465,000.00 ",NFL
Jourdan Lewis,CB,22,70,195,"$465,000.00 ",NFL
JuJu Smith-Schuster,WR,21,73,215,"$465,000.00 ",NFL
Julian Stanford,LB,27,73,230,"$775,000.00 ",NFL
Julio Jones,WR,28,75,220,"$11,500,000.00 ",NFL
Julius Peppers,DE,37,79,295,"$1,000,000.00 ",NFL
Junior Galette,LB,29,74,254,"$775,000.00 ",NFL
Junior Galette,LB,29,74,254,"$775,000.00 ",NFL
Justin Bethel,CB,27,72,200,"$2,000,000.00 ",NFL
Justin Britt,C,26,78,315,"$891,400.00 ",NFL
Justin Coleman,CB,24,71,190,"$615,000.00 ",NFL
Justin Currie,DB,24,74,212,"$164,118.00 ",NFL
Justin Davis,RB,22,73,198,"$465,000.00 ",NFL
Justin Ellis,DT,27,74,335,"$1,797,000.00 ",NFL
Justin Evans,S,22,72,199,"$465,000.00 ",NFL
Justin Hamilton,DT,24,74,315,"$109,412.00 ",NFL
Justin Hardee,CB,23,72,200,"$410,294.00 ",NFL
Justin Hardy,WR,26,70,192,"$615,000.00 ",NFL
Justin Houston,LB,28,75,258,"$16,350,000.00 ",NFL
Justin Hunter,WR,26,76,203,"$775,000.00 ",NFL
Justin March-Lillard,LB,24,72,222,"$381,176.00 ",NFL
Justin McCray,G,25,75,317,"$465,000.00 ",NFL
Justin Pugh,G,27,77,311,"$8,821,000.00 ",NFL
Justin Tucker,PK,28,73,183,"$2,800,000.00 ",NFL
Justin Vogel,P,24,76,219,"$465,000.00 ",NFL
Juston Burris,CB,24,72,212,"$540,000.00 ",NFL
K.J. Brent,WR,24,75,200,"$136,765.00 ",NFL
K.J. Wright,LB,28,76,246,"$5,800,000.00 ",NFL
K'Waun Williams,CB,26,69,183,"$615,000.00 ",NFL
Ka'imi Fairbairn,PK,23,72,190,"$465,000.00 ",NFL
Kaelin Clay,WR,25,70,195,"$540,000.00 ",NFL
Kai Forbath,PK,30,71,197,"$775,000.00 ",NFL
Kai Forbath,PK,30,71,197,"$775,000.00 ",NFL
Kai Nacua,DB,22,72,205,"$465,000.00 ",NFL
Kalif Raymond,WR,23,69,160,"$222,353.00 ",NFL
Kam Chancellor,S,29,75,225,"$3,000,000.00 ",NFL
Kamalei Correa,LB,23,75,241,"$711,347.00 ",NFL
Kamar Aiken,WR,28,74,216,"$1,000,000.00 ",NFL
Kameron Canaday,LS,25,76,245,"$540,000.00 ",NFL
Kamu Grugier-Hill,LB,23,74,220,"$540,000.00 ",NFL
Kapri Bibbs,RB,24,71,203,"$108,528.00 ",NFL
Kapri Bibbs,RB,24,71,203,"$108,528.00 ",NFL
Kareem Hunt,RB,22,70,216,"$465,000.00 ",NFL
Kareem Jackson,CB,29,70,190,"$6,500,000.00 ",NFL
Kareem Martin,LB,25,78,272,"$710,000.00 ",NFL
Karl Joseph,S,24,70,205,"$990,196.00 ",NFL
Karlos Dansby,LB,36,76,250,"$1,000,000.00 ",NFL
Kasey Redfern,P,26,73,205,"$465,000.00 ",NFL
Kasey Redfern,P,26,73,205,"$465,000.00 ",NFL
Kasim Edebali,LB,28,74,253,"$1,000,000.00 ",NFL
Kavon Frazier,S,23,72,220,"$540,000.00 ",NFL
Kawann Short,DT,28,75,315,"$6,000,000.00 ",NFL
Kayvon Webster,CB,26,71,192,"$2,750,000.00 ",NFL
Keanu Neal,S,22,72,211,"$938,075.00 ",NFL
Keelan Cole,WR,24,73,194,"$465,000.00 ",NFL
Keenan Allen,WR,25,74,211,"$1,000,000.00 ",NFL
Keenan Robinson,LB,28,75,245,"$1,500,000.00 ",NFL
Keith Reaser,DB,26,72,190,"$121,765.00 ",NFL
Keith Smith,FB,25,72,240,"$690,000.00 ",NFL
Keith Tandy,S,28,70,205,"$840,000.00 ",NFL
KeiVarae Russell,CB,24,71,196,"$570,000.00 ",NFL
Kelechi Osemele,G,28,77,330,"$6,700,000.00 ",NFL
Kellen Clemens,QB,34,74,220,"$1,000,000.00 ",NFL
Kelvin Beachum,OT,28,75,308,"$1,500,000.00 ",NFL
Kelvin Benjamin,WR,26,77,245,"$1,000,000.00 ",NFL
Kelvin Sheppard,LB,29,74,249,"$423,529.00 ",NFL
Kemal Ishmael,S,26,72,206,"$1,250,000.00 ",NFL
Ken Crawley,CB,24,73,180,"$540,000.00 ",NFL
Kendall Fuller,CB,22,71,198,"$557,500.00 ",NFL
Kendall Fuller,CB,22,71,198,"$557,500.00 ",NFL
Kendall Lamm,OT,25,78,305,"$615,000.00 ",NFL
Kendall Wright,WR,28,70,185,"$1,250,000.00 ",NFL
Kendell Beckwith,LB,23,74,243,"$465,000.00 ",NFL
Kendrick Bourne,WR,22,73,203,"$465,000.00 ",NFL
Kenjon Barner,RB,27,69,195,"$568,235.00 ",NFL
Kenneth Acker,CB,25,72,195,"$690,000.00 ",NFL
Kenny Britt,WR,29,75,223,"$4,000,000.00 ",NFL
Kenny Clark,DT,22,75,314,"$875,529.00 ",NFL
Kenny Golladay,WR,24,76,213,"$465,000.00 ",NFL
Kenny Golladay,WR,24,76,213,"$465,000.00 ",NFL
Kenny Vaccaro,S,26,72,214,"$5,676,000.00 ",NFL
Kenny Wiggins,G,29,78,314,"$690,000.00 ",NFL
Kentrell Brice,S,23,71,200,"$540,000.00 ",NFL
Kentrell Brothers,LB,24,73,242,"$540,000.00 ",NFL
Kentrell Brothers,LB,24,73,242,"$540,000.00 ",NFL
Kerry Wynn,DE,26,77,264,"$1,797,000.00 ",NFL
Kerwynn Williams,RB,26,68,198,"$690,000.00 ",NFL
Kevin Hogan,QB,25,75,218,"$540,000.00 ",NFL
Kevin Huber,P,32,73,210,"$2,800,000.00 ",NFL
Kevin Johnson,CB,25,72,190,"$1,348,583.00 ",NFL
Kevin King,CB,22,75,200,"$465,000.00 ",NFL
Kevin McDermott,LS,27,77,240,"$775,000.00 ",NFL
Kevin McDermott,LS,27,77,240,"$775,000.00 ",NFL
Kevin Minter,LB,27,72,246,"$800,000.00 ",NFL
Kevin Pamphile,G,27,77,310,"$1,797,000.00 ",NFL
Kevin Peterson,CB,23,71,180,"$164,118.00 ",NFL
Kevin Pierre-Louis,LB,26,72,230,"$690,000.00 ",NFL
Kevin White,WR,25,75,216,"$615,000.00 ",NFL
Kevin Zeitler,G,27,76,315,"$6,000,000.00 ",NFL
Kevon Seymour,CB,24,72,185,"$540,000.00 ",NFL
Khalif Barnes,OL,35,78,320,"$176,471.00 ",NFL
Khalil Mack,DE,26,75,250,"$690,000.00 ",NFL
Khari Lee,TE,25,76,253,"$615,000.00 ",NFL
Kirk Cousins,QB,29,75,202,"$23,943,600.00 ",NFL
Kirk Cousins,QB,29,75,202,"$23,943,600.00 ",NFL
Kony Ealy,DE,26,76,275,"$803,660.00 ",NFL
Korey Toomer,LB,29,74,235,"$1,797,000.00 ",NFL
Krishawn Hogan,WR,22,75,222,"$38,294.00 ",NFL
Kurt Coleman,S,29,71,208,"$1,900,000.00 ",NFL
Kurtis Drummond,S,25,73,210,"$615,000.00 ",NFL
Kwon Alexander,LB,23,73,227,"$615,000.00 ",NFL
Kyle Carter,TE,25,75,245,"$100,800.00 ",NFL
Kyle Carter,TE,25,75,245,"$100,800.00 ",NFL
Kyle Emanuel,LB,26,75,250,"$615,000.00 ",NFL
Kyle Fuller,CB,25,71,190,"$1,740,955.00 ",NFL
Kyle Fuller,C,23,76,315,"$465,000.00 ",NFL
Kyle Juszczyk,FB,26,73,240,"$2,000,000.00 ",NFL
Kyle Kalis,G,24,76,302,"$355,588.00 ",NFL
Kyle Kalis,G,24,76,302,"$355,588.00 ",NFL
Kyle Long,G,29,78,316,"$6,250,000.00 ",NFL
Kyle Love,DT,31,73,310,"$775,000.00 ",NFL
Kyle Murphy,OT,24,78,305,"$540,000.00 ",NFL
Kyle Nelson,TE,31,74,240,"$975,000.00 ",NFL
Kyle Rudolph,TE,28,78,265,"$5,150,000.00 ",NFL
Kyle Rudolph,TE,28,78,265,"$5,150,000.00 ",NFL
Kyle Van Noy,LB,26,75,243,"$990,741.00 ",NFL
Kyle Wilber,LB,28,76,245,"$1,250,000.00 ",NFL
Kyle Williams,DT,34,73,303,"$6,300,000.00 ",NFL
Kyler Fackrell,LB,26,77,245,"$560,000.00 ",NFL
L.J. Fort,LB,27,72,232,"$542,647.00 ",NFL
L.P. Ladouceur,LS,36,77,256,"$1,100,000.00 ",NFL
La'el Collins,OT,24,76,320,"$1,000,000.00 ",NFL
LaAdrian Waddle,OT,26,78,315,"$800,000.00 ",NFL
Lafayette Pitts,CB,25,71,195,"$540,000.00 ",NFL
Laken Tomlinson,G,25,75,312,"$1,212,296.00 ",NFL
Lamar Miller,RB,26,70,225,"$5,500,000.00 ",NFL
Lamarcus Joyner,S,27,68,190,"$1,105,934.00 ",NFL
Lamarr Houston,LB,30,75,274,"$900,000.00 ",NFL
Lance Dunbar,RB,27,68,187,"$1,000,000.00 ",NFL
Lance Kendricks,TE,29,75,250,"$800,000.00 ",NFL
Landon Collins,S,23,72,218,"$991,415.00 ",NFL
Landry Jones,QB,28,76,225,"$1,900,000.00 ",NFL
Lane Johnson,OT,27,78,317,"$7,750,000.00 ",NFL
Lane Taylor,G,28,75,324,"$2,250,000.00 ",NFL
Laquon Treadwell,WR,22,74,215,"$901,590.00 ",NFL
Laquon Treadwell,WR,22,74,215,"$901,590.00 ",NFL
Lardarius Webb,S,32,70,185,"$900,000.00 ",NFL
LaRoy Reynolds,LB,27,73,240,"$850,000.00 ",NFL
Larry Fitzgerald,WR,34,75,218,"$11,000,000.00 ",NFL
Larry Ogunjobi,DT,23,74,305,"$465,000.00 ",NFL
Larry Warford,G,26,75,317,"$1,700,000.00 ",NFL
Latavius Murray,RB,27,75,230,"$900,000.00 ",NFL
Latavius Murray,RB,27,75,230,"$900,000.00 ",NFL
LaTroy Lewis,LB,24,76,295,"$136,765.00 ",NFL
Laurent Duvernay-Tardif,G,26,77,321,"$690,000.00 ",NFL
Lavar Edwards,DE,27,76,271,"$136,765.00 ",NFL
Lavonte David,LB,27,73,233,"$6,000,000.00 ",NFL
Lawrence Guy,DE,27,76,305,"$900,000.00 ",NFL
Lawrence Thomas,FB,24,75,286,"$437,647.00 ",NFL
Le'Raven Clark,OT,24,77,311,"$563,000.00 ",NFL
Le'Veon Bell,RB,25,73,225,"$12,120,000.00 ",NFL
Lee Smith,TE,30,78,265,"$1,000,000.00 ",NFL
LeGarrette Blount,RB,31,72,250,"$900,000.00 ",NFL
Leger Douzable,DT,31,76,284,"$582,353.00 ",NFL
Lenzy Pipkins,CB,24,72,196,"$465,000.00 ",NFL
Leon Hall,CB,33,71,195,"$705,882.00 ",NFL
Leonard Floyd,LB,25,76,251,"$1,167,403.00 ",NFL
Leonard Fournette,RB,22,72,228,"$465,000.00 ",NFL
Leonard Johnson,CB,27,70,194,"$775,000.00 ",NFL
Leonard Wester,OT,24,78,305,"$540,000.00 ",NFL
Leonard Williams,DE,23,77,302,"$615,000.00 ",NFL
Lerentee McCray,LB,27,75,249,"$1,500,000.00 ",NFL
LeSean McCoy,RB,29,71,210,"$6,000,000.00 ",NFL
Levine Toilolo,TE,26,80,265,"$1,500,000.00 ",NFL
Lewis Neal,DE,22,72,280,"$218,824.00 ",NFL
Linval Joseph,DT,29,76,329,"$1,150,000.00 ",NFL
Linval Joseph,DT,29,76,329,"$1,150,000.00 ",NFL
Logan Paulsen,TE,30,77,268,"$775,000.00 ",NFL
Logan Thomas,TE,26,78,250,"$700,000.00 ",NFL
Lorenzo Alexander,LB,34,73,245,"$2,000,000.00 ",NFL
Louis Murphy,WR,30,74,200,"$423,528.00 ",NFL
Lucas Patrick,G,24,75,313,"$465,000.00 ",NFL
Luke Bowanko,C,26,78,300,"$690,000.00 ",NFL
Luke Joeckel,G,26,78,307,"$2,750,000.00 ",NFL
Luke Kuechly,LB,26,75,238,"$7,363,324.00 ",NFL
Luke Rhodes,LS,25,74,238,"$540,000.00 ",NFL
Luke Willson,TE,27,77,254,"$1,000,000.00 ",NFL
Mack Brown,RB,26,71,213,"$540,000.00 ",NFL
Mack Brown,RB,26,71,213,"$540,000.00 ",NFL
Mack Hollins,WR,24,76,221,"$465,000.00 ",NFL
Mackensie Alexander,CB,24,70,192,"$646,196.00 ",NFL
Mackensie Alexander,CB,24,70,192,"$646,196.00 ",NFL
Malcolm Brown,RB,24,71,227,"$540,000.00 ",NFL
Malcolm Butler,CB,27,71,190,"$3,910,000.00 ",NFL
Malcolm Jenkins,S,30,72,204,"$6,000,000.00 ",NFL
Malcom Brown,DT,23,74,320,"$1,127,112.00 ",NFL
Maliek Collins,DT,22,74,308,"$612,500.00 ",NFL
Malik Hooker,S,21,74,212,"$465,000.00 ",NFL
Malik Jackson,DT,27,77,290,"$13,500,000.00 ",NFL
Manti Te'o,LB,26,73,241,"$850,000.00 ",NFL
Marcedes Lewis,TE,33,78,267,"$4,000,000.00 ",NFL
Marcell Dareus,DT,27,75,331,"$9,750,000.00 ",NFL
Marcus Cannon,OT,29,78,335,"$1,350,000.00 ",NFL
Marcus Gilbert,OT,29,78,330,"$4,000,000.00 ",NFL
Marcus Gilchrist,S,29,70,198,"$1,200,000.00 ",NFL
Marcus Johnson,WR,23,73,204,"$465,000.00 ",NFL
Marcus Maye,S,24,71,207,"$465,000.00 ",NFL
Marcus Peters,CB,24,72,197,"$1,306,287.00 ",NFL
Marcus Sherels,CB,30,70,175,"$1,950,000.00 ",NFL
Marcus Sherels,CB,30,70,175,"$1,950,000.00 ",NFL
Marcus Williams,CB,26,71,196,"$2,746,000.00 ",NFL
Marcus Williams,S,21,72,195,"$465,000.00 ",NFL
Margus Hunt,DE,30,80,298,"$1,100,000.00 ",NFL
Mario Addison,DE,30,75,260,"$1,000,000.00 ",NFL
Mark Barron,LB,28,74,225,"$5,000,000.00 ",NFL
Mark Glowinski,G,25,76,310,"$615,000.00 ",NFL
Mark Ingram,RB,28,69,215,"$3,100,000.00 ",NFL
